id,pro_id,last_dip_qty,elapsed_hours,temperature,humidity,total_sales_qty,total_sales_count,total_purchase_qty,total_purchase_count,qty,variance,abs_variance,change_in_qty,true_label,predicted_label
254,14,0.00,23.8833,28.91,64.10,0.22,9,0.80,1,0.15,0.43,0.43,0.43,theft,
255,14,0.15,24.3167,32.40,73.83,0.40,8,1.08,1,0.00,0.83,0.83,0.83,missing_purchase,
256,14,0.00,24.3500,30.33,67.32,0.11,7,0.28,1,0.10,0.07,0.07,0.07,evaporation,
257,14,0.10,23.6333,33.07,56.05,0.08,7,0.15,1,0.18,-0.01,0.01,-0.01,normal,
258,14,0.18,24.1333,31.83,60.02,0.55,7,1.16,1,0.00,0.79,0.79,0.79,missing_purchase,
259,14,0.00,24.0667,28.29,74.21,0.11,10,0.28,1,0.12,0.05,0.05,0.05,evaporation,
260,14,0.12,23.5833,28.87,56.21,0.25,3,0.68,1,0.06,0.49,0.49,0.49,theft,
261,14,0.06,23.5333,32.51,66.13,0.11,6,0.19,1,0.13,0.01,0.01,0.01,normal,
262,14,0.13,23.9500,28.85,52.47,0.33,10,1.15,1,0.95,-0.00,0.00,-0.00,normal,
263,14,0.95,23.8833,31.13,69.31,0.23,6,0.00,0,0.65,0.07,0.07,0.07,evaporation,
264,14,0.65,24.0000,28.84,60.40,0.15,3,1.93,1,0.50,1.93,1.93,1.93,missing_purchase,
265,14,0.50,23.8667,30.50,61.38,0.26,8,0.65,1,0.24,0.65,0.65,0.65,missing_purchase,
266,14,0.24,23.6000,31.51,67.42,0.13,5,0.56,1,0.26,0.41,0.41,0.41,theft,
267,14,0.26,24.2500,28.92,71.23,0.51,3,1.40,1,0.00,1.15,1.15,1.15,missing_purchase,
268,14,0.00,24.4833,35.87,56.10,0.09,8,0.32,1,0.23,0.00,0.00,0.00,normal,
269,14,0.23,23.9167,33.04,54.66,0.05,10,0.00,0,0.17,0.01,0.01,0.01,normal,
270,14,0.17,23.9667,32.74,59.72,0.03,2,0.00,0,0.14,0.00,0.00,0.00,normal,
271,14,0.14,24.3500,34.98,54.67,0.12,8,0.74,1,0.67,0.09,0.09,0.09,evaporation,
272,14,0.67,24.1667,30.51,59.72,0.10,6,0.97,1,0.57,0.97,0.97,0.97,missing_purchase,
273,14,0.57,24.4000,31.66,54.31,0.25,5,0.23,1,0.02,0.53,0.53,0.53,theft,
274,14,0.02,24.1167,16.10,38.35,0.06,5,0.78,1,0.30,0.44,0.44,0.44,theft,
275,14,0.30,23.8833,24.01,47.77,0.04,7,0.00,0,0.19,0.07,0.07,0.07,evaporation,
276,14,0.19,24.0167,23.26,52.34,0.24,3,0.61,1,0.08,0.48,0.48,0.48,theft,
277,14,0.08,24.0167,18.75,39.68,0.31,10,0.72,1,0.09,0.40,0.40,0.40,theft,
278,14,0.09,23.8667,27.37,47.12,0.19,8,0.64,1,0.46,0.08,0.08,0.08,evaporation,
279,14,0.46,24.0167,20.40,56.00,0.19,2,0.34,1,0.10,0.51,0.51,0.51,theft,
280,14,0.10,24.3333,24.89,42.30,0.11,9,0.70,1,0.21,0.48,0.48,0.48,theft,
281,14,0.21,24.3167,20.95,53.56,0.45,2,1.60,1,0.00,1.36,1.36,1.36,missing_purchase,
282,14,0.00,24.1000,16.48,54.38,0.06,1,0.28,1,0.17,0.05,0.05,0.05,evaporation,
283,14,0.17,23.9667,22.10,59.74,0.49,5,1.26,1,0.88,0.06,0.06,0.06,evaporation,
284,14,0.88,23.5333,20.85,43.71,0.19,2,0.00,0,0.62,0.07,0.07,0.07,evaporation,
285,14,0.62,23.7500,17.73,53.44,0.24,10,0.00,0,0.33,0.05,0.05,0.05,evaporation,
286,14,0.33,23.6667,23.01,54.62,0.73,10,1.68,1,0.00,1.28,1.28,1.28,missing_purchase,
287,14,0.00,23.8667,21.92,49.92,0.26,5,0.59,1,0.00,0.33,0.33,0.33,missing_purchase,
288,14,0.00,23.8000,22.45,58.81,0.48,2,1.17,1,0.00,0.69,0.69,0.69,missing_purchase,
289,14,0.00,23.6333,27.52,54.64,0.11,3,0.25,1,0.14,0.00,0.00,0.00,normal,
290,14,0.14,23.6333,18.25,52.78,0.09,7,0.11,1,0.16,0.00,0.00,0.00,normal,
291,14,0.16,24.1000,23.22,50.70,0.06,2,0.94,1,0.10,0.94,0.94,0.94,missing_purchase,
292,14,0.10,23.9167,21.70,41.96,0.34,6,0.70,1,0.04,0.42,0.42,0.42,theft,
293,14,0.04,24.0167,19.25,35.06,0.09,8,0.23,1,0.11,0.07,0.07,0.07,evaporation,
294,14,0.11,24.2333,19.66,36.58,0.04,7,0.16,1,0.16,0.07,0.07,0.07,evaporation,
295,14,0.16,24.0167,18.49,55.71,0.28,8,0.91,1,0.79,0.00,0.00,0.00,normal,
296,14,0.79,24.4500,23.87,36.21,0.05,8,0.00,0,0.33,0.41,0.41,0.41,theft,
297,14,0.33,24.4833,26.15,46.03,0.18,3,1.44,1,1.58,0.01,0.01,0.01,normal,
298,14,1.58,23.8167,17.07,58.32,0.21,6,0.00,0,0.73,0.64,0.64,0.64,theft,
299,14,0.73,23.8833,23.64,51.22,0.56,4,0.98,1,1.15,0.00,0.00,0.00,normal,
300,14,1.15,23.5833,24.15,35.03,0.26,3,0.00,0,0.21,0.68,0.68,0.68,theft,
301,14,0.21,24.0500,23.84,35.23,0.08,7,0.00,0,0.04,0.09,0.09,0.09,evaporation,
302,14,0.04,24.0000,15.92,44.58,0.09,6,1.54,1,0.00,1.49,1.49,1.49,missing_purchase,
303,14,0.00,23.8833,26.45,38.43,0.09,3,0.25,1,0.16,0.00,0.00,0.00,normal,
304,14,0.16,24.2167,16.86,48.26,0.24,4,1.01,1,0.93,-0.00,0.00,-0.00,normal,
305,14,0.93,23.6500,26.96,50.40,0.21,2,1.05,1,0.72,1.05,1.05,1.05,missing_purchase,
306,14,0.72,23.6333,24.78,49.74,0.72,6,0.95,1,0.00,0.95,0.95,0.95,missing_purchase,
307,14,0.00,24.3333,16.82,41.92,0.24,10,0.87,1,0.57,0.06,0.06,0.06,evaporation,
308,14,0.57,24.5000,23.98,56.20,0.09,9,0.00,0,0.48,0.00,0.00,0.00,normal,
309,14,0.48,23.7000,24.72,42.39,0.79,8,1.36,1,1.05,0.00,0.00,0.00,normal,
310,14,1.05,23.7500,21.49,49.85,0.46,6,0.00,0,0.58,0.01,0.01,0.01,normal,
311,14,0.58,23.6333,20.03,55.97,0.16,9,0.22,1,0.08,0.56,0.56,0.56,theft,
312,14,0.08,24.3000,21.12,59.68,0.14,1,0.42,1,0.00,0.36,0.36,0.36,missing_purchase,
313,14,0.00,23.7667,17.80,58.06,0.06,5,0.28,1,0.17,0.05,0.05,0.05,evaporation,
314,14,0.17,24.0333,24.97,45.59,0.06,9,0.00,0,0.11,0.00,0.00,0.00,normal,
315,14,0.11,23.7833,16.09,36.98,0.11,3,0.14,1,0.14,0.00,0.00,0.00,normal,
316,14,0.14,23.9167,22.62,54.08,0.45,5,1.40,1,0.00,1.09,1.09,1.09,missing_purchase,
317,14,0.00,24.2333,20.69,58.84,0.19,2,0.44,1,0.19,0.06,0.06,0.06,evaporation,
318,14,0.19,24.1333,15.72,51.65,0.14,1,1.42,1,0.05,1.42,1.42,1.42,missing_purchase,
319,14,0.05,24.2500,16.78,35.28,0.19,6,0.75,1,0.11,0.50,0.50,0.50,theft,
320,14,0.11,24.3333,25.69,41.48,0.09,5,0.14,1,0.16,0.00,0.00,0.00,normal,
321,14,0.16,23.6167,25.03,35.73,0.29,5,0.64,1,0.06,0.45,0.45,0.45,theft,
322,14,0.06,23.7667,24.26,49.42,0.14,8,0.74,1,0.65,0.01,0.01,0.01,normal,
323,14,0.65,23.6667,19.78,41.38,0.05,10,0.15,1,0.12,0.63,0.63,0.63,theft,
324,14,0.12,23.6167,17.97,47.72,0.17,8,1.31,1,1.20,0.06,0.06,0.06,evaporation,
325,14,1.20,24.4667,16.95,58.28,0.31,7,0.00,0,0.89,-0.00,0.00,-0.00,normal,
326,14,0.89,23.7500,20.41,53.01,0.20,9,0.21,1,0.90,0.00,0.00,0.00,normal,
327,14,0.90,23.5500,17.33,55.11,0.39,2,0.00,0,0.46,0.05,0.05,0.05,evaporation,
328,14,0.46,24.4167,18.67,56.12,0.02,4,0.87,1,1.31,0.00,0.00,0.00,normal,
329,14,1.31,24.3333,18.95,50.57,0.28,10,0.00,0,0.03,1.00,1.00,1.00,theft,
330,14,0.03,24.3167,25.09,53.31,0.10,3,0.24,1,0.10,0.07,0.07,0.07,evaporation,
331,14,0.10,23.9333,15.31,48.54,0.09,1,0.17,1,0.13,0.05,0.05,0.05,evaporation,
332,14,0.13,23.5000,24.87,44.41,0.05,4,0.14,1,0.14,0.08,0.08,0.08,evaporation,
333,14,0.14,23.7500,20.46,59.03,0.15,5,1.95,1,0.00,1.94,1.94,1.94,missing_purchase,
334,14,0.00,23.5833,15.57,40.79,0.31,7,0.80,1,0.03,0.46,0.46,0.46,theft,
335,14,0.03,23.8833,11.88,58.70,0.22,9,0.77,1,0.16,0.42,0.42,0.42,theft,
336,14,0.16,24.3667,10.92,54.80,0.09,5,1.03,1,1.06,0.04,0.04,0.04,evaporation,
337,14,1.06,23.8333,18.89,49.82,0.17,8,0.00,0,0.83,0.06,0.06,0.06,evaporation,
338,14,0.83,23.5667,19.15,43.40,0.06,2,0.00,0,0.71,0.06,0.06,0.06,evaporation,
339,14,0.71,23.9833,9.71,43.02,0.25,8,0.00,0,0.46,-0.00,0.00,-0.00,normal,
340,14,0.46,23.7667,17.79,42.26,0.08,10,0.00,0,0.39,-0.01,0.01,-0.01,normal,
341,14,0.39,24.3833,17.85,43.71,0.82,7,1.51,1,0.00,1.08,1.08,1.08,missing_purchase,
342,14,0.00,24.0333,5.73,47.47,0.15,7,1.69,1,0.00,1.54,1.54,1.54,missing_purchase,
343,14,0.00,24.4000,11.78,58.70,0.10,8,0.80,1,0.27,0.43,0.43,0.43,theft,
344,14,0.27,24.3333,7.10,40.30,0.12,3,0.00,0,0.12,0.03,0.03,0.03,evaporation,
345,14,0.12,23.9167,10.58,55.76,0.24,10,0.68,1,0.07,0.49,0.49,0.49,theft,
346,14,0.07,24.4667,17.19,40.55,0.29,3,1.36,1,1.08,0.06,0.06,0.06,evaporation,
347,14,1.08,24.4000,17.44,48.29,0.04,8,0.00,0,0.61,0.43,0.43,0.43,theft,
348,14,0.61,24.4833,13.61,60.54,0.03,7,0.00,0,0.58,0.00,0.00,0.00,normal,
349,14,0.58,23.7167,18.62,46.87,0.13,10,1.06,1,0.45,1.06,1.06,1.06,missing_purchase,
350,14,0.45,24.1500,14.25,56.18,0.18,8,0.00,0,0.23,0.04,0.04,0.04,evaporation,
351,14,0.23,23.7833,10.75,50.48,0.08,4,0.00,0,0.11,0.04,0.04,0.04,evaporation,
352,14,0.11,24.3500,13.15,40.49,0.09,8,0.16,1,0.13,0.05,0.05,0.05,evaporation,
353,14,0.13,24.0167,10.16,54.14,0.13,5,0.67,1,0.22,0.45,0.45,0.45,theft,
354,14,0.22,23.8333,13.96,40.73,0.30,5,0.58,1,0.09,0.41,0.41,0.41,theft,
355,14,0.09,24.0000,12.94,59.17,0.36,3,0.71,1,0.04,0.40,0.40,0.40,theft,
356,14,0.04,24.2000,8.62,53.34,0.09,4,0.21,1,0.16,0.00,0.00,0.00,normal,
357,14,0.16,24.3500,10.83,63.38,0.19,4,1.99,1,0.00,1.96,1.96,1.96,missing_purchase,
358,14,0.00,24.1167,9.77,58.45,0.07,6,0.25,1,0.17,0.01,0.01,0.01,normal,
359,14,0.17,24.1000,7.13,63.71,0.10,8,0.10,1,0.14,0.03,0.03,0.03,evaporation,
360,14,0.14,23.6833,12.36,42.26,0.10,4,0.66,1,0.29,0.41,0.41,0.41,theft,
361,14,0.29,24.0000,5.01,62.95,0.19,6,0.28,1,0.39,-0.01,0.01,-0.01,normal,
362,14,0.39,23.6500,13.80,62.93,0.16,6,0.00,0,0.22,0.01,0.01,0.01,normal,
363,14,0.22,23.8833,15.57,56.55,0.24,6,1.30,1,0.00,1.28,1.28,1.28,missing_purchase,
364,14,0.00,23.6333,19.64,58.31,0.17,8,0.80,1,0.09,0.54,0.54,0.54,theft,
365,14,0.09,23.6833,15.61,54.05,0.08,6,0.18,1,0.14,0.05,0.05,0.05,evaporation,
366,14,0.14,24.1167,17.22,49.46,0.24,3,1.55,1,0.00,1.45,1.45,1.45,missing_purchase,
367,14,0.00,24.2667,5.03,57.55,0.10,10,0.25,1,0.16,-0.01,0.01,-0.01,normal,
368,14,0.16,24.1333,9.77,60.22,0.23,10,0.64,1,0.15,0.42,0.42,0.42,theft,
369,14,0.15,24.0167,7.11,58.63,0.37,3,0.70,1,0.00,0.48,0.48,0.48,missing_purchase,
370,14,0.00,24.1667,18.28,42.22,0.09,6,0.28,1,0.13,0.06,0.06,0.06,evaporation,
371,14,0.13,23.7667,8.15,57.33,0.14,2,0.67,1,0.08,0.58,0.58,0.58,theft,
372,14,0.08,23.5500,10.79,58.31,0.12,8,0.20,1,0.12,0.04,0.04,0.04,evaporation,
373,14,0.12,23.8667,13.19,42.54,0.10,4,0.13,1,0.15,0.00,0.00,0.00,normal,
374,14,0.15,23.5667,16.99,40.84,0.07,2,0.33,1,0.08,0.33,0.33,0.33,missing_purchase,
375,14,0.08,23.5667,10.13,62.20,0.12,2,0.21,1,0.17,-0.00,0.00,-0.00,normal,
376,14,0.17,24.1500,18.40,57.61,0.17,3,0.63,1,0.10,0.53,0.53,0.53,theft,
377,14,0.10,23.9500,7.36,42.53,0.09,4,0.70,1,0.19,0.52,0.52,0.52,theft,
378,14,0.19,24.0833,15.83,58.25,0.13,4,0.75,1,0.06,0.75,0.75,0.75,missing_purchase,
379,14,0.06,23.6000,5.74,54.29,0.14,6,1.73,1,0.00,1.65,1.65,1.65,missing_purchase,
380,14,0.00,23.5000,11.41,47.36,0.07,4,0.25,1,0.19,-0.01,0.01,-0.01,normal,
381,14,0.19,23.7167,7.56,47.30,0.05,2,0.61,1,0.25,0.50,0.50,0.50,theft,
382,14,0.25,23.9167,12.06,62.37,0.30,7,0.75,1,0.00,0.70,0.70,0.70,missing_purchase,
383,14,0.00,23.6833,10.57,49.54,0.03,8,0.62,1,0.00,0.59,0.59,0.59,missing_purchase,
384,14,0.00,23.9833,8.95,60.93,0.21,3,0.80,1,0.05,0.54,0.54,0.54,theft,
385,14,0.05,24.2000,6.45,56.70,0.06,10,0.22,1,0.18,0.03,0.03,0.03,evaporation,
386,14,0.18,23.5500,17.61,60.46,0.16,9,0.62,1,0.08,0.56,0.56,0.56,theft,
387,14,0.08,24.4833,12.12,62.04,0.18,2,0.72,1,0.14,0.48,0.48,0.48,theft,
388,14,0.14,24.4000,15.71,52.55,0.33,10,0.66,1,0.03,0.44,0.44,0.44,theft,
389,14,0.03,24.1500,7.21,63.73,0.17,3,0.77,1,0.02,0.61,0.61,0.61,theft,
390,14,0.02,24.3500,7.89,41.07,0.14,4,0.43,1,0.00,0.31,0.31,0.31,missing_purchase,
391,14,0.00,24.3667,14.41,60.85,0.11,2,0.80,1,0.27,0.42,0.42,0.42,theft,
392,14,0.27,24.0833,10.96,48.15,0.23,1,0.77,1,0.04,0.77,0.77,0.77,missing_purchase,
393,14,0.04,24.3333,15.51,54.69,0.10,3,1.63,1,0.00,1.57,1.57,1.57,missing_purchase,
394,14,0.00,23.6500,13.50,54.57,0.03,2,0.25,1,0.22,0.00,0.00,0.00,normal,
395,14,0.22,23.6000,16.79,61.69,0.09,5,0.00,0,0.13,0.00,0.00,0.00,normal,
396,14,0.13,24.0167,13.58,51.83,0.14,10,0.59,1,0.00,0.58,0.58,0.58,missing_purchase,
397,14,0.00,24.1333,15.21,50.04,0.10,4,0.25,1,0.16,-0.01,0.01,-0.01,normal,
398,14,0.16,24.0000,18.81,62.43,0.03,5,0.64,1,0.26,0.51,0.51,0.51,theft,
399,14,0.26,24.3833,12.37,57.40,0.11,8,1.32,1,1.43,0.04,0.04,0.04,evaporation,
400,14,1.43,23.8333,9.04,50.42,0.14,4,0.00,0,1.28,0.01,0.01,0.01,normal,
401,14,1.28,23.9333,16.11,58.99,1.13,9,1.77,1,0.15,1.77,1.77,1.77,missing_purchase,
402,14,0.15,24.3333,7.38,47.78,0.03,9,0.00,0,0.11,0.01,0.01,0.01,normal,
403,14,0.11,23.5167,7.61,61.88,0.02,1,0.18,1,0.24,0.03,0.03,0.03,evaporation,
404,14,0.24,24.2500,7.99,49.21,0.06,2,0.00,0,0.18,0.00,0.00,0.00,normal,
405,14,0.18,23.7500,10.59,54.85,0.31,10,0.60,1,0.00,0.47,0.47,0.47,missing_purchase,
406,14,0.00,24.0833,10.25,44.09,0.62,2,1.82,1,0.00,1.20,1.20,1.20,missing_purchase,
407,14,0.00,23.8000,5.41,41.24,0.31,4,0.80,1,0.02,0.47,0.47,0.47,theft,
408,14,0.02,24.1833,8.38,45.17,0.34,1,1.41,1,0.00,1.09,1.09,1.09,missing_purchase,
409,14,0.00,24.0000,18.67,56.18,0.22,1,0.80,1,0.14,0.44,0.44,0.44,theft,
410,14,0.14,24.1333,17.08,47.64,0.35,5,0.66,1,0.03,0.42,0.42,0.42,theft,
411,14,0.03,23.9000,17.77,51.47,0.14,10,0.52,1,0.35,0.06,0.06,0.06,evaporation,
412,14,0.35,23.6000,5.11,64.99,0.14,9,0.00,0,0.18,0.03,0.03,0.03,evaporation,
413,14,0.18,24.1333,9.24,57.11,0.21,5,1.12,1,0.00,1.09,1.09,1.09,missing_purchase,
414,14,0.00,24.1667,9.88,46.92,0.12,5,0.28,1,0.12,0.04,0.04,0.04,evaporation,
415,14,0.12,24.0500,16.48,62.49,0.09,10,0.13,1,0.16,0.00,0.00,0.00,normal,
416,14,0.16,23.8333,15.21,58.03,0.12,5,0.11,1,0.10,0.05,0.05,0.05,evaporation,
417,14,0.10,23.9167,10.82,40.88,0.08,4,0.17,1,0.15,0.04,0.04,0.04,evaporation,
418,14,0.15,24.2500,8.34,53.37,0.29,6,0.65,1,0.06,0.45,0.45,0.45,theft,
419,14,0.06,24.4000,7.55,56.44,0.19,8,1.25,1,0.00,1.12,1.12,1.12,missing_purchase,
420,14,0.00,23.6333,16.11,58.13,0.21,3,0.80,1,0.02,0.57,0.57,0.57,theft,
421,14,0.02,24.4500,10.03,42.23,0.14,5,0.78,1,0.15,0.51,0.51,0.51,theft,
422,14,0.15,24.4333,9.97,46.51,0.12,2,0.65,1,0.15,0.53,0.53,0.53,theft,
423,14,0.15,24.4167,14.52,54.51,0.07,4,0.12,1,0.15,0.05,0.05,0.05,evaporation,
424,14,0.15,24.4167,15.21,53.25,0.16,3,0.65,1,0.21,0.43,0.43,0.43,theft,
425,14,0.21,23.7000,10.14,64.68,0.09,3,0.00,0,0.12,0.00,0.00,0.00,normal,
426,14,0.12,24.2500,20.16,36.62,0.24,1,1.48,1,1.29,0.07,0.07,0.07,evaporation,
427,14,1.29,23.7833,20.51,50.47,0.11,2,0.00,0,1.12,0.06,0.06,0.06,evaporation,
428,14,1.12,23.9500,25.60,43.07,0.54,1,1.94,1,0.58,1.94,1.94,1.94,missing_purchase,
429,14,0.58,24.0667,20.39,42.46,0.02,6,0.22,1,0.10,0.68,0.68,0.68,theft,
430,14,0.10,24.0500,20.29,48.53,0.23,4,0.70,1,0.13,0.44,0.44,0.44,theft,
431,14,0.13,24.4333,22.13,37.58,0.08,3,0.14,1,0.12,0.07,0.07,0.07,evaporation,
432,14,0.12,23.5333,21.58,40.82,0.27,10,0.68,1,0.07,0.46,0.46,0.46,theft,
433,14,0.07,23.9500,28.66,54.91,0.24,4,1.36,1,1.20,-0.01,0.01,-0.01,normal,
434,14,1.20,24.4667,29.02,43.07,0.62,3,0.69,1,0.58,0.69,0.69,0.69,missing_purchase,
435,14,0.58,23.7167,26.81,46.79,0.36,1,0.61,1,0.83,0.00,0.00,0.00,normal,
436,14,0.83,24.1667,21.07,45.69,0.70,1,1.49,1,1.55,0.07,0.07,0.07,evaporation,
437,14,1.55,23.6167,23.00,42.61,0.60,3,1.23,1,0.95,1.23,1.23,1.23,missing_purchase,
438,14,0.95,23.7167,26.34,47.61,0.14,2,0.00,0,0.15,0.66,0.66,0.66,theft,
439,14,0.15,23.7833,25.47,49.01,0.06,9,0.00,0,0.09,0.00,0.00,0.00,normal,
440,14,0.09,23.6167,21.39,50.70,0.35,5,1.15,1,0.00,0.89,0.89,0.89,missing_purchase,
441,14,0.00,24.3833,24.28,39.03,0.26,5,0.80,1,0.12,0.42,0.42,0.42,theft,
442,14,0.12,24.0833,23.96,39.15,0.05,1,0.15,1,0.14,0.08,0.08,0.08,evaporation,
443,14,0.14,23.5833,28.88,51.70,0.03,2,0.11,1,0.21,0.01,0.01,0.01,normal,
444,14,0.21,23.5667,26.68,37.03,0.28,5,0.42,1,0.26,0.09,0.09,0.09,evaporation,
445,14,0.26,23.5500,19.20,38.49,0.03,5,0.54,1,0.24,0.53,0.53,0.53,theft,
446,14,0.24,24.2167,21.75,49.77,0.05,1,0.56,1,0.35,0.40,0.40,0.40,theft,
447,14,0.35,23.6333,25.96,38.41,0.26,10,0.91,1,0.09,0.91,0.91,0.91,missing_purchase,
448,14,0.09,23.7833,28.54,36.86,0.30,3,0.71,1,0.09,0.41,0.41,0.41,theft,
449,14,0.09,23.9167,29.55,40.44,0.10,7,0.16,1,0.15,0.00,0.00,0.00,normal,
450,14,0.15,24.3500,20.00,37.65,0.12,3,0.12,1,0.08,0.07,0.07,0.07,evaporation,
451,14,0.08,24.4667,25.09,51.05,0.25,3,0.72,1,0.06,0.49,0.49,0.49,theft,
452,14,0.06,24.3167,22.30,35.58,0.10,3,0.19,1,0.15,0.00,0.00,0.00,normal,
453,14,0.15,24.0167,19.36,43.23,0.10,9,0.47,1,0.52,0.00,0.00,0.00,normal,
454,14,0.52,24.1000,26.69,39.48,0.20,9,0.00,0,0.32,0.00,0.00,0.00,normal,
455,14,0.32,24.2333,25.42,43.66,0.42,7,1.54,1,0.00,1.44,1.44,1.44,missing_purchase,
456,14,0.00,23.6500,28.07,46.17,0.03,3,0.28,1,0.16,0.09,0.09,0.09,evaporation,
457,14,0.16,24.0000,39.93,37.39,0.05,8,0.64,1,0.24,0.51,0.51,0.51,theft,
458,14,0.24,23.8500,41.58,21.01,0.27,7,0.68,1,0.00,0.65,0.65,0.65,missing_purchase,
459,14,0.00,24.3667,31.29,29.18,0.06,8,0.25,1,0.19,0.00,0.00,0.00,normal,
460,14,0.19,23.6167,41.73,34.90,0.03,7,0.61,1,0.22,0.55,0.55,0.55,theft,
461,14,0.22,24.0833,35.69,36.52,0.10,5,0.00,0,0.00,0.12,0.12,0.12,evaporation,
462,14,0.00,24.0833,30.90,33.43,0.33,1,1.92,1,0.00,1.59,1.59,1.59,missing_purchase,
463,14,0.00,24.3667,31.12,29.09,0.08,8,0.25,1,0.17,-0.00,0.00,-0.00,normal,
464,14,0.17,23.8833,38.02,22.28,0.04,6,0.10,1,0.08,0.15,0.15,0.15,evaporation,
465,14,0.08,24.1667,41.50,25.84,0.10,1,0.20,1,0.02,0.16,0.16,0.16,evaporation,
466,14,0.02,24.0167,29.97,34.34,0.09,10,1.53,1,0.00,1.46,1.46,1.46,missing_purchase,
467,14,0.00,23.7000,30.63,38.60,0.21,4,0.97,1,0.00,0.76,0.76,0.76,missing_purchase,
468,14,0.00,24.2500,32.73,35.14,0.04,10,0.80,1,0.32,0.44,0.44,0.44,theft,
469,14,0.32,24.4500,34.31,33.17,0.04,8,0.00,0,0.29,-0.01,0.01,-0.01,normal,
470,14,0.29,24.2833,28.68,38.71,0.07,9,0.00,0,0.12,0.10,0.10,0.10,evaporation,
471,14,0.12,24.4667,30.48,31.57,0.03,7,0.13,1,0.22,0.00,0.00,0.00,normal,
472,14,0.22,24.1333,40.36,30.08,0.10,4,0.00,0,0.00,0.12,0.12,0.12,evaporation,
473,14,0.00,23.8500,41.59,29.06,0.11,9,0.53,1,0.00,0.42,0.42,0.42,missing_purchase,
474,14,0.00,23.8167,39.80,30.96,0.13,9,0.80,1,0.11,0.56,0.56,0.56,theft,
475,14,0.11,23.7000,30.94,34.29,0.11,3,0.16,1,0.05,0.11,0.11,0.11,evaporation,
476,14,0.05,24.1833,41.65,23.56,0.08,2,0.20,1,0.17,-0.00,0.00,-0.00,normal,
477,14,0.17,24.0833,34.73,31.41,0.25,7,0.63,1,0.06,0.49,0.49,0.49,theft,
478,14,0.06,24.4500,39.78,25.72,0.31,1,0.74,1,0.05,0.44,0.44,0.44,theft,
479,14,0.05,23.5167,33.33,21.06,0.18,5,0.47,1,0.20,0.14,0.14,0.14,evaporation,
480,14,0.20,23.6500,39.75,33.81,0.34,1,0.80,1,0.00,0.66,0.66,0.66,missing_purchase,
481,14,0.00,23.8667,39.40,22.05,0.10,4,0.28,1,0.02,0.16,0.16,0.16,evaporation,
482,14,0.02,24.0833,33.44,30.22,0.10,1,0.26,1,0.06,0.12,0.12,0.12,evaporation,
483,14,0.06,23.9000,33.83,35.76,0.11,1,0.19,1,0.15,-0.01,0.01,-0.01,normal,
484,14,0.15,23.7667,30.84,37.38,0.31,8,0.65,1,0.02,0.47,0.47,0.47,theft,
485,14,0.02,24.4667,36.87,34.19,0.08,10,0.26,1,0.07,0.13,0.13,0.13,evaporation,
486,14,0.07,24.2667,41.50,25.88,0.11,3,1.06,1,0.86,0.16,0.16,0.16,evaporation,
487,14,0.86,23.6167,33.28,28.57,0.07,10,0.00,0,0.67,0.12,0.12,0.12,evaporation,
488,14,0.67,23.5000,32.63,34.19,0.16,1,0.32,1,0.83,0.00,0.00,0.00,normal,
489,14,0.83,24.1667,36.62,33.24,0.22,6,0.00,0,0.48,0.13,0.13,0.13,evaporation,
490,14,0.48,24.2500,32.45,24.40,0.17,7,0.20,1,0.38,0.13,0.13,0.13,evaporation,
491,14,0.38,23.9167,29.29,24.42,0.16,4,0.56,1,0.66,0.12,0.12,0.12,evaporation,
492,14,0.66,24.1500,35.43,39.93,0.29,1,0.00,0,0.38,-0.01,0.01,-0.01,normal,
493,14,0.38,23.8667,34.24,38.09,0.11,1,0.00,0,0.16,0.11,0.11,0.11,evaporation,
494,14,0.16,23.8333,33.34,35.92,0.21,1,0.46,1,0.29,0.12,0.12,0.12,evaporation,
495,14,0.29,24.3667,38.79,30.29,0.19,8,0.51,1,0.20,0.41,0.41,0.41,theft,
496,14,0.20,24.4500,37.12,26.41,0.05,2,0.60,1,0.29,0.46,0.46,0.46,theft,
497,14,0.29,24.3167,35.53,20.15,0.22,4,0.41,1,0.07,0.41,0.41,0.41,missing_purchase,
498,14,0.07,24.4167,37.60,36.71,0.27,7,0.65,1,0.00,0.45,0.45,0.45,missing_purchase,
499,14,0.00,24.1833,39.43,21.44,0.02,6,0.25,1,0.24,-0.01,0.01,-0.01,normal,
500,14,0.24,23.5667,28.76,35.88,0.21,10,0.56,1,0.04,0.55,0.55,0.55,theft,
501,14,0.04,24.4667,31.62,27.76,0.23,7,0.76,1,0.12,0.45,0.45,0.45,theft,
502,14,0.12,23.9000,37.43,30.70,0.08,10,0.15,1,0.06,0.13,0.13,0.13,evaporation,
503,14,0.06,24.4000,29.02,38.56,0.06,5,0.74,1,0.14,0.60,0.60,0.60,theft,
504,14,0.14,23.8000,38.71,28.75,0.15,1,0.66,1,0.14,0.51,0.51,0.51,theft,
505,14,0.14,24.0667,31.08,34.94,0.29,9,0.66,1,0.08,0.43,0.43,0.43,theft,
506,14,0.08,24.1667,30.02,33.55,0.11,6,0.20,1,0.06,0.11,0.11,0.11,evaporation,
507,14,0.06,23.5000,35.75,31.10,0.06,9,0.11,1,0.11,-0.00,0.00,-0.00,normal,
508,14,0.11,23.5833,32.27,34.97,0.05,7,0.14,1,0.19,0.01,0.01,0.01,normal,
